PRODUCTID,PRODUCTNDC,PRODUCTTYPENAME,PROPRIETARYNAME,PROPRIETARYNAMESUFFIX,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,APPLICATIONNUMBER,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,PHARM_CLASSES,DEASCHEDULE
0024-5501_6eba91c0-7665-4af2-925e-c9a722687eb5,0024-5501,HUMAN PRESCRIPTION DRUG,Ambien,CR,zolpidem tartrate,"TABLET, COATED",ORAL,20050919,,NDA,NDA021774,sanofi-aventis U.S. LLC,ZOLPIDEM TARTRATE,6.25,mg/1,"gamma-Aminobutyric Acid-ergic Agonist [EPC],GABA A Agonists [MoA],Pyridines [Chemical/Ingredient],Central Nervous System Depression [PE]",CIV
0024-5521_6eba91c0-7665-4af2-925e-c9a722687eb5,0024-5521,HUMAN PRESCRIPTION DRUG,Ambien,CR,zolpidem tartrate,"TABLET, COATED",ORAL,20050919,,NDA,NDA021774,sanofi-aventis U.S. LLC,ZOLPIDEM TARTRATE,12.5,mg/1,"gamma-Aminobutyric Acid-ergic Agonist [EPC],GABA A Agonists [MoA],Pyridines [Chemical/Ingredient],Central Nervous System Depression [PE]",CIV
0024-5745_8c1a83cb-bcbb-40a1-ab02-7d6917f76dd8,0024-5745,HUMAN PRESCRIPTION DRUG,ADLYXIN,,Lixisenatide,KIT,,20160727,,NDA,NDA208471,Sanofi-Aventis U.S. LLC,,,,,
0024-5747_8c1a83cb-bcbb-40a1-ab02-7d6917f76dd8,0024-5747,HUMAN PRESCRIPTION DRUG,ADLYXIN,,Lixisenatide,"INJECTION, SOLUTION",SUBCUTANEOUS,20160727,,NDA,NDA208471,Sanofi-Aventis U.S. LLC,LIXISENATIDE,100,ug/mL,"GLP-1 Receptor Agonist [EPC],Glucagon-Like Peptide 1 [Chemical/Ingredient],Glucagon-like Peptide-1 (GLP-1) Agonists [MoA]",
0024-5761_b2344ff5-503c-429b-936d-369ed80f485c,0024-5761,HUMAN PRESCRIPTION DRUG,Soliqua 100/33,,insulin glargine and lixisenatide,"INJECTION, SOLUTION",SUBCUTANEOUS,20161121,,NDA,NDA208673,Sanofi-Aventis U.S. LLC,INSULIN GLARGINE; LIXISENATIDE,100; 33,U/mL; ug/mL,"Insulin [Chemical/Ingredient],Insulin Analog [EPC],GLP-1 Receptor Agonist [EPC],Glucagon-Like Peptide 1 [Chemical/Ingredient],Glucagon-like Peptide-1 (GLP-1) Agonists [MoA]",
0024-5800_226af22f-7dd3-4c63-a40f-0c1635868d8e,0024-5800,HUMAN PRESCRIPTION DRUG,Xyzal,,levocetirizine dihydrochloride,"TABLET, FILM COATED",ORAL,20070809,,NDA,NDA022064,Sanofi-Aventis U.S. LLC,LEVOCETIRIZINE DIHYDROCHLORIDE,5,mg/1,"Histamine H1 Receptor Antagonists [MoA],Histamine-1 Receptor Antagonist [EPC]",
0024-5801_226af22f-7dd3-4c63-a40f-0c1635868d8e,0024-5801,HUMAN PRESCRIPTION DRUG,Xyzal,,levocetirizine dihydrochloride,SOLUTION,ORAL,20080402,,NDA,NDA022157,Sanofi-Aventis U.S. LLC,LEVOCETIRIZINE DIHYDROCHLORIDE,0.5,mg/mL,"Histamine H1 Receptor Antagonists [MoA],Histamine-1 Receptor Antagonist [EPC]",
0024-5812_c25bf565-8061-450a-9217-a7a280ee0424,0024-5812,HUMAN PRESCRIPTION DRUG,Aplenzin,,bupropion hydrobromide,"TABLET, EXTENDED RELEASE",ORAL,20090330,,NDA,NDA022108,sanofi-aventis U.S. LLC,BUPROPION HYDROBROMIDE,522,mg/1,"Aminoketone [EPC],Dopamine Uptake Inhibitors [MoA],Increased Dopamine Activity [PE],Increased Norepinephrine Activity [PE],Norepinephrine Uptake Inhibitors [MoA]",
0024-5824_173e8368-c8e4-4147-ba5c-6b934ec717ab,0024-5824,HUMAN PRESCRIPTION DRUG,Jevtana,,cabazitaxel,KIT,,20100617,,NDA,NDA201023,Sanofi-Aventis U.S. LLC,,,,,
0024-5840_31d60114-8140-4427-a086-ee306d3bc458,0024-5840,HUMAN PRESCRIPTION DRUG,ZALTRAP,,ziv-aflibercept,"SOLUTION, CONCENTRATE",INTRAVENOUS,20120803,,BLA,BLA125418,sanofi-aventis U.S. LLC,AFLIBERCEPT,100,mg/4mL,,
0024-5841_31d60114-8140-4427-a086-ee306d3bc458,0024-5841,HUMAN PRESCRIPTION DRUG,ZALTRAP,,ziv-aflibercept,"SOLUTION, CONCENTRATE",INTRAVENOUS,20120803,,BLA,BLA125418,sanofi-aventis U.S. LLC,AFLIBERCEPT,200,mg/8mL,,
0024-5843_aca63889-1042-411c-8cc1-f4d5c0ee4f44,0024-5843,HUMAN PRESCRIPTION DRUG,Leukine,,SARGRAMOSTIM,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS; SUBCUTANEOUS,19910501,,BLA,BLA103362,sanofi-aventis U.S. LLC,SARGRAMOSTIM,250,ug/mL,"Granulocyte Colony-Stimulating Factor [Chemical/Ingredient],Granulocyte-Macrophage Colony-Stimulating Factor [Chemical/Ingredient],Increased Myeloid Cell Production [PE],Leukocyte Growth Factor [EPC]",
0024-5844_aca63889-1042-411c-8cc1-f4d5c0ee4f44,0024-5844,HUMAN PRESCRIPTION DRUG,Leukine,,SARGRAMOSTIM,LIQUID,INTRAVENOUS; SUBCUTANEOUS,19961201,,BLA,BLA103362,sanofi-aventis U.S. LLC,SARGRAMOSTIM,500,ug/mL,"Granulocyte Colony-Stimulating Factor [Chemical/Ingredient],Granulocyte-Macrophage Colony-Stimulating Factor [Chemical/Ingredient],Increased Myeloid Cell Production [PE],Leukocyte Growth Factor [EPC]",
0024-5850_93df66af-a5f2-41eb-98d3-000f295b9967,0024-5850,HUMAN PRESCRIPTION DRUG,Avapro,,irbesartan,TABLET,ORAL,20130101,,NDA,NDA020757,sanofi-aventis U.S. LLC,IRBESARTAN,75,mg/1,"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]",
0024-5851_93df66af-a5f2-41eb-98d3-000f295b9967,0024-5851,HUMAN PRESCRIPTION DRUG,Avapro,,irbesartan,TABLET,ORAL,20130101,,NDA,NDA020757,sanofi-aventis U.S. LLC,IRBESARTAN,150,mg/1,"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]",
0024-5852_93df66af-a5f2-41eb-98d3-000f295b9967,0024-5852,HUMAN PRESCRIPTION DRUG,Avapro,,irbesartan,TABLET,ORAL,20130101,,NDA,NDA020757,sanofi-aventis U.S. LLC,IRBESARTAN,300,mg/1,"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]",
0024-5855_5396d173-b323-49b5-b0ba-bf2e6a6e1967,0024-5855,HUMAN PRESCRIPTION DRUG,Avalide,,irbesartan and hydrochlorothiazide,"TABLET, FILM COATED",ORAL,20130101,,NDA,NDA020758,sanofi-aventis U.S. LLC,IRBESARTAN; HYDROCHLOROTHIAZIDE,150; 12.5,mg/1; mg/1,"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]",
0024-5856_5396d173-b323-49b5-b0ba-bf2e6a6e1967,0024-5856,HUMAN PRESCRIPTION DRUG,Avalide,,irbesartan and hydrochlorothiazide,"TABLET, FILM COATED",ORAL,20130101,,NDA,NDA020758,sanofi-aventis U.S. LLC,IRBESARTAN; HYDROCHLOROTHIAZIDE,300; 12.5,mg/1; mg/1,"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]",
0024-5860_84e0d5b2-8c35-487f-af64-7198a124c632,0024-5860,HUMAN PRESCRIPTION DRUG,Clolar,,clofarabine,INJECTION,INTRAVENOUS,20130401,,NDA,NDA021673,sanofi-aventis U.S. LLC,CLOFARABINE,1,mg/mL,"Nucleic Acid Synthesis Inhibitors [MoA],Nucleoside Metabolic Inhibitor [EPC]",
0024-5862_88f93cdb-26f8-414a-8ad6-96ca0d098ec1,0024-5862,HUMAN PRESCRIPTION DRUG,Mozobil,,PLERIXAFOR,SOLUTION,SUBCUTANEOUS,20130901,,NDA,NDA022311,sanofi-aventis U.S. LLC,PLERIXAFOR,24,mg/1.2mL,"Hematopoietic Stem Cell Mobilizer [EPC],Increased Hematopoietic Stem Cell Mobilization [PE]",
0024-5869_d3fbaa04-d53c-4833-96b5-7688d4efbfb3,0024-5869,HUMAN PRESCRIPTION DRUG,TOUJEO,,insulin glargine,"INJECTION, SOLUTION",SUBCUTANEOUS,20150225,,NDA,NDA206538,Sanofi-Aventis U.S. LLC,INSULIN GLARGINE,300,U/mL,"Insulin [Chemical/Ingredient],Insulin Analog [EPC]",
0024-5874_596bfcee-8076-4cb8-a100-317f23c3c570,0024-5874,HUMAN PRESCRIPTION DRUG,Afrezza,,Insulin Human,"POWDER, METERED",RESPIRATORY (INHALATION),20140711,,NDA,NDA022472,Sanofi-Aventis U.S. LLC,INSULIN HUMAN,4,1-Jan,"Insulin [Chemical/Ingredient],Insulin [EPC]",
0024-5882_596bfcee-8076-4cb8-a100-317f23c3c570,0024-5882,HUMAN PRESCRIPTION DRUG,Afrezza,,Insulin Human,KIT,,20140711,,NDA,NDA022472,Sanofi-Aventis U.S. LLC,,,,,
0024-5884_596bfcee-8076-4cb8-a100-317f23c3c570,0024-5884,HUMAN PRESCRIPTION DRUG,Afrezza,,Insulin Human,KIT,,20140711,,NDA,NDA022472,Sanofi-Aventis U.S. LLC,,,,,
0024-5894_596bfcee-8076-4cb8-a100-317f23c3c570,0024-5894,HUMAN PRESCRIPTION DRUG,Afrezza,,Insulin Human,KIT,,20140711,,NDA,NDA022472,Sanofi-Aventis U.S. LLC,,,,,
0024-5901_27748799-89b9-4496-bbba-2c2f43889eb9,0024-5901,HUMAN PRESCRIPTION DRUG,Praluent,,alirocumab,"INJECTION, SOLUTION",SUBCUTANEOUS,20150724,,BLA,BLA125559,Sanofi-Aventis U.S. LLC,ALIROCUMAB,75,mg/mL,"PCSK9 Inhibitor [EPC],PCSK9 Inhibitors [MoA],Antibodies, Monoclonal [Chemical/Ingredient]",
0024-5902_27748799-89b9-4496-bbba-2c2f43889eb9,0024-5902,HUMAN PRESCRIPTION DRUG,Praluent,,alirocumab,"INJECTION, SOLUTION",SUBCUTANEOUS,20150724,,BLA,BLA125559,Sanofi-Aventis U.S. LLC,ALIROCUMAB,150,mg/mL,"PCSK9 Inhibitor [EPC],PCSK9 Inhibitors [MoA],Antibodies, Monoclonal [Chemical/Ingredient]",
0024-5903_27748799-89b9-4496-bbba-2c2f43889eb9,0024-5903,HUMAN PRESCRIPTION DRUG,Praluent,,alirocumab,"INJECTION, SOLUTION",SUBCUTANEOUS,20150724,,BLA,BLA125559,Sanofi-Aventis U.S. LLC,ALIROCUMAB,75,mg/mL,"PCSK9 Inhibitor [EPC],PCSK9 Inhibitors [MoA],Antibodies, Monoclonal [Chemical/Ingredient]",
0024-5904_27748799-89b9-4496-bbba-2c2f43889eb9,0024-5904,HUMAN PRESCRIPTION DRUG,Praluent,,alirocumab,"INJECTION, SOLUTION",SUBCUTANEOUS,20150724,,BLA,BLA125559,Sanofi-Aventis U.S. LLC,ALIROCUMAB,150,mg/mL,"PCSK9 Inhibitor [EPC],PCSK9 Inhibitors [MoA],Antibodies, Monoclonal [Chemical/Ingredient]",
0024-5908_322dfe38-b3af-4520-8e38-b45d992ea7c1,0024-5908,HUMAN PRESCRIPTION DRUG,KEVZARA,,sarilumab,"INJECTION, SOLUTION",SUBCUTANEOUS,20170522,,BLA,BLA761037,sanofi-aventis U.S. LLC,SARILUMAB,150,mg/1.14mL,"Interleukin 6 Receptor Antagonists [MoA],Interleukin-6 Receptor Antagonist [EPC]",
0024-5910_322dfe38-b3af-4520-8e38-b45d992ea7c1,0024-5910,HUMAN PRESCRIPTION DRUG,KEVZARA,,sarilumab,"INJECTION, SOLUTION",SUBCUTANEOUS,20170522,,BLA,BLA761037,sanofi-aventis U.S. LLC,SARILUMAB,200,mg/1.14mL,"Interleukin 6 Receptor Antagonists [MoA],Interleukin-6 Receptor Antagonist [EPC]",
0024-5914_86b96b61-2578-4ca0-8dc9-b13aee0932d8,0024-5914,HUMAN PRESCRIPTION DRUG,Dupixent,,Dupilumab,"INJECTION, SOLUTION",SUBCUTANEOUS,20170328,,BLA,BLA761055,sanofi-aventis U.S. LLC,DUPILUMAB,300,mg/2mL,,
0024-5917_e1373b20-fc33-4690-8811-cfe6c7f3af96,0024-5917,HUMAN PRESCRIPTION DRUG,Clolar,,clofarabine,INJECTION,INTRAVENOUS,20170701,,NDA,NDA021673,sanofi-aventis U.S. LLC,CLOFARABINE,1,mg/mL,"Nucleic Acid Synthesis Inhibitors [MoA],Nucleoside Metabolic Inhibitor [EPC]",
0025-0061_5e563986-cde8-42dc-90a9-948eb712daf3,0025-0061,HUMAN PRESCRIPTION DRUG,Lomotil,,diphenoxylate hydrochloride and atropine sulfate,TABLET,ORAL,19600915,,NDA,NDA012462,G.D. Searle LLC Division of Pfizer Inc,DIPHENOXYLATE HYDROCHLORIDE; ATROPINE SULFATE,2.5; .025,mg/1; mg/1,"Antidiarrheal [EPC],Anticholinergic [EPC],Cholinergic Antagonists [MoA],Cholinergic Muscarinic Antagonist [EPC],Cholinergic Muscarinic Antagonists [MoA]",CV
0025-0166_34a25b9f-0e93-4436-9bda-4283b0e43d5f,0025-0166,HUMAN PRESCRIPTION DRUG,Synarel,,nafarelin acetate,"SPRAY, METERED",NASAL,19900213,,NDA,NDA019886,G.D. Searle LLC Division of Pfizer Inc,NAFARELIN ACETATE,2,mg/mL,"Gonadotropin Releasing Hormone Receptor Agonist [EPC],Gonadotropin Releasing Hormone Receptor Agonists [MoA]",
0025-1001_609553a1-1ebc-497b-8c95-77ad2346b1ad,0025-1001,HUMAN PRESCRIPTION DRUG,Aldactone,,spironolactone,"TABLET, FILM COATED",ORAL,19600121,,NDA,NDA012151,G.D. Searle LLC Division of Pfizer Inc,SPIRONOLACTONE,25,mg/1,"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]",
0025-1011_39c8d364-9df4-42ef-8e59-a792691f02f2,0025-1011,HUMAN PRESCRIPTION DRUG,ALDACTAZIDE,,spironolactone and hydrochlorothiazide,"TABLET, FILM COATED",ORAL,19780101,,NDA,NDA012616,G.D. Searle LLC Division of Pfizer Inc,SPIRONOLACTONE; HYDROCHLOROTHIAZIDE,25; 25,mg/1; mg/1,"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]",
0025-1021_39c8d364-9df4-42ef-8e59-a792691f02f2,0025-1021,HUMAN PRESCRIPTION DRUG,ALDACTAZIDE,,spironolactone and hydrochlorothiazide,"TABLET, FILM COATED",ORAL,19780101,,NDA,NDA012616,G.D. Searle LLC Division of Pfizer Inc,SPIRONOLACTONE; HYDROCHLOROTHIAZIDE,50; 50,mg/1; mg/1,"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]",
0025-1031_609553a1-1ebc-497b-8c95-77ad2346b1ad,0025-1031,HUMAN PRESCRIPTION DRUG,Aldactone,,spironolactone,"TABLET, FILM COATED",ORAL,19600121,,NDA,NDA012151,G.D. Searle LLC Division of Pfizer Inc,SPIRONOLACTONE,100,mg/1,"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]",
0025-1041_609553a1-1ebc-497b-8c95-77ad2346b1ad,0025-1041,HUMAN PRESCRIPTION DRUG,Aldactone,,spironolactone,"TABLET, FILM COATED",ORAL,19600121,,NDA,NDA012151,G.D. Searle LLC Division of Pfizer Inc,SPIRONOLACTONE,50,mg/1,"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]",
0025-1381_fb232bdf-8642-4790-845a-e0bbd5c936eb,0025-1381,HUMAN PRESCRIPTION DRUG,Daypro,,oxaprozin,"TABLET, FILM COATED",ORAL,19921029,,NDA,NDA018841,G.D. Searle LLC Division of Pfizer Inc,OXAPROZIN,600,mg/1,"Cyclooxygenase Inhibitors [MoA],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]",
0025-1411_33928d44-f279-41ab-a3e9-210d78240f63,0025-1411,HUMAN PRESCRIPTION DRUG,ARTHROTEC,,diclofenac sodium and misoprostol,"TABLET, FILM COATED",ORAL,19971224,,NDA,NDA020607,G.D. Searle LLC Division of Pfizer Inc,DICLOFENAC SODIUM; MISOPROSTOL,50; 200,mg/1; ug/1,"Cyclooxygenase Inhibitors [MoA],Decreased Prostaglandin Production [PE],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC],Prostaglandin E1 Analog [EPC],Prostaglandins E, Synthetic [Chemical/Ingredient]",
0025-1421_33928d44-f279-41ab-a3e9-210d78240f63,0025-1421,HUMAN PRESCRIPTION DRUG,ARTHROTEC,,diclofenac sodium and misoprostol,"TABLET, FILM COATED",ORAL,19971224,,NDA,NDA020607,G.D. Searle LLC Division of Pfizer Inc,DICLOFENAC SODIUM; MISOPROSTOL,75; 200,mg/1; ug/1,"Cyclooxygenase Inhibitors [MoA],Decreased Prostaglandin Production [PE],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC],Prostaglandin E1 Analog [EPC],Prostaglandins E, Synthetic [Chemical/Ingredient]",
0025-1451_9a73f122-b428-4185-b106-f28cbda767cd,0025-1451,HUMAN PRESCRIPTION DRUG,Cytotec,,misoprostol,TABLET,ORAL,19861227,,NDA,NDA019268,G.D. Searle LLC Division of Pfizer Inc,MISOPROSTOL,100,ug/1,"Prostaglandin E1 Analog [EPC],Prostaglandins E, Synthetic [Chemical/Ingredient]",
0025-1461_9a73f122-b428-4185-b106-f28cbda767cd,0025-1461,HUMAN PRESCRIPTION DRUG,Cytotec,,misoprostol,TABLET,ORAL,19861227,,NDA,NDA019268,G.D. Searle LLC Division of Pfizer Inc,MISOPROSTOL,200,ug/1,"Prostaglandin E1 Analog [EPC],Prostaglandins E, Synthetic [Chemical/Ingredient]",
0025-1515_daa962c6-7114-4d13-b896-bdaf9a22b8a4,0025-1515,HUMAN PRESCRIPTION DRUG,CELEBREX,,Celecoxib,CAPSULE,ORAL,19981002,,NDA,NDA020998,G.D. Searle LLC Division of Pfizer Inc,CELECOXIB,50,mg/1,"Cyclooxygenase Inhibitors [MoA],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]",
0025-1520_daa962c6-7114-4d13-b896-bdaf9a22b8a4,0025-1520,HUMAN PRESCRIPTION DRUG,CELEBREX,,Celecoxib,CAPSULE,ORAL,19981002,,NDA,NDA020998,G.D. Searle LLC Division of Pfizer Inc,CELECOXIB,100,mg/1,"Cyclooxygenase Inhibitors [MoA],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]",
0025-1525_daa962c6-7114-4d13-b896-bdaf9a22b8a4,0025-1525,HUMAN PRESCRIPTION DRUG,CELEBREX,,Celecoxib,CAPSULE,ORAL,19981002,,NDA,NDA020998,G.D. Searle LLC Division of Pfizer Inc,CELECOXIB,200,mg/1,"Cyclooxygenase Inhibitors [MoA],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]",
0025-1530_daa962c6-7114-4d13-b896-bdaf9a22b8a4,0025-1530,HUMAN PRESCRIPTION DRUG,CELEBREX,,Celecoxib,CAPSULE,ORAL,19981002,,NDA,NDA020998,G.D. Searle LLC Division of Pfizer Inc,CELECOXIB,400,mg/1,"Cyclooxygenase Inhibitors [MoA],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]",
0025-1710_feacab8c-ea58-4552-8c99-811905f17aa1,0025-1710,HUMAN PRESCRIPTION DRUG,Inspra,,eplerenone,"TABLET, FILM COATED",ORAL,20020927,,NDA,NDA021437,G.D. Searle LLC Division of Pfizer Inc,EPLERENONE,25,mg/1,"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]",
0025-1720_feacab8c-ea58-4552-8c99-811905f17aa1,0025-1720,HUMAN PRESCRIPTION DRUG,Inspra,,eplerenone,"TABLET, FILM COATED",ORAL,20020927,,NDA,NDA021437,G.D. Searle LLC Division of Pfizer Inc,EPLERENONE,50,mg/1,"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]",
0025-1821_af803539-f500-43fa-badc-c1afea501926,0025-1821,HUMAN PRESCRIPTION DRUG,Flagyl,,Metronidazole,"TABLET, FILM COATED",ORAL,19630718,,NDA,NDA012623,G.D. Searle LLC Division of Pfizer Inc,METRONIDAZOLE,500,mg/1,"Nitroimidazole Antimicrobial [EPC],Nitroimidazoles [Chemical/Ingredient]",
0025-1831_af803539-f500-43fa-badc-c1afea501926,0025-1831,HUMAN PRESCRIPTION DRUG,Flagyl,,Metronidazole,"TABLET, FILM COATED",ORAL,19630718,,NDA,NDA012623,G.D. Searle LLC Division of Pfizer Inc,METRONIDAZOLE,250,mg/1,"Nitroimidazole Antimicrobial [EPC],Nitroimidazoles [Chemical/Ingredient]",
0025-1851_44711546-8b3a-4cb9-9c3c-03b1b2ed8031,0025-1851,HUMAN PRESCRIPTION DRUG,CALAN,,verapamil hydrochloride,"TABLET, FILM COATED",ORAL,19840910,,NDA,NDA018817,G.D. Searle LLC Division of Pfizer Inc,VERAPAMIL HYDROCHLORIDE,80,mg/1,"Calcium Channel Antagonists [MoA],Calcium Channel Blocker [EPC],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA]",
0025-1861_44711546-8b3a-4cb9-9c3c-03b1b2ed8031,0025-1861,HUMAN PRESCRIPTION DRUG,CALAN,,verapamil hydrochloride,"TABLET, FILM COATED",ORAL,19840910,,NDA,NDA018817,G.D. Searle LLC Division of Pfizer Inc,VERAPAMIL HYDROCHLORIDE,120,mg/1,"Calcium Channel Antagonists [MoA],Calcium Channel Blocker [EPC],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA]",
0025-1891_9b1b09cc-305f-443d-b549-8dc420c4add4,0025-1891,HUMAN PRESCRIPTION DRUG,CALAN SR,,verapamil hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,19861216,,NDA,NDA019152,G.D. Searle LLC Division of Pfizer Inc,VERAPAMIL HYDROCHLORIDE,240,mg/1,"Calcium Channel Antagonists [MoA],Calcium Channel Blocker [EPC],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA]",
0025-1901_9b1b09cc-305f-443d-b549-8dc420c4add4,0025-1901,HUMAN PRESCRIPTION DRUG,CALAN SR,,verapamil hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,19910306,,NDA,NDA019152,G.D. Searle LLC Division of Pfizer Inc,VERAPAMIL HYDROCHLORIDE,120,mg/1,"Calcium Channel Antagonists [MoA],Calcium Channel Blocker [EPC],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA]",
0025-1911_9b1b09cc-305f-443d-b549-8dc420c4add4,0025-1911,HUMAN PRESCRIPTION DRUG,CALAN SR,,verapamil hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,19891215,,NDA,NDA019152,G.D. Searle LLC Division of Pfizer Inc,VERAPAMIL HYDROCHLORIDE,180,mg/1,"Calcium Channel Antagonists [MoA],Calcium Channel Blocker [EPC],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA],P-Glycoprotein Inhibitors [MoA]",
0025-1942_3d59eb5e-2769-401d-a42a-83fe8cbd2f98,0025-1942,HUMAN PRESCRIPTION DRUG,Flagyl,,metronidazole,CAPSULE,ORAL,19950503,,NDA,NDA020334,G.D. Searle LLC Division of Pfizer Inc,METRONIDAZOLE,375,mg/1,"Nitroimidazole Antimicrobial [EPC],Nitroimidazoles [Chemical/Ingredient]",
0025-2732_234e0244-3072-4717-9de9-026d6e1f0642,0025-2732,HUMAN PRESCRIPTION DRUG,Norpace CR,,disopyramide phosphate,"CAPSULE, EXTENDED RELEASE",ORAL,19820720,,NDA,NDA018655,G.D. Searle LLC Division of Pfizer Inc,DISOPYRAMIDE PHOSPHATE,100,mg/1,Antiarrhythmic [EPC],
0025-2742_234e0244-3072-4717-9de9-026d6e1f0642,0025-2742,HUMAN PRESCRIPTION DRUG,Norpace CR,,disopyramide phosphate,"CAPSULE, EXTENDED RELEASE",ORAL,19820720,,NDA,NDA018655,G.D. Searle LLC Division of Pfizer Inc,DISOPYRAMIDE PHOSPHATE,150,mg/1,Antiarrhythmic [EPC],
0025-2752_234e0244-3072-4717-9de9-026d6e1f0642,0025-2752,HUMAN PRESCRIPTION DRUG,Norpace,,disopyramide phosphate,"CAPSULE, GELATIN COATED",ORAL,19770901,,NDA,NDA017447,G.D. Searle LLC Division of Pfizer Inc,DISOPYRAMIDE PHOSPHATE,100,mg/1,Antiarrhythmic [EPC],
0025-2762_234e0244-3072-4717-9de9-026d6e1f0642,0025-2762,HUMAN PRESCRIPTION DRUG,Norpace,,disopyramide phosphate,"CAPSULE, GELATIN COATED",ORAL,19770901,,NDA,NDA017447,G.D. Searle LLC Division of Pfizer Inc,DISOPYRAMIDE PHOSPHATE,150,mg/1,Antiarrhythmic [EPC],
0026-3782_6739e1a6-57a4-405f-9c39-dbe9ff2811c5,0026-3782,PLASMA DERIVATIVE,Kogenate FS,,Antihemophilic Factor (Recombinant),KIT,,20000626,,BLA,BLA103332,Bayer HealthCare LLC,,,,,
0026-3782_8e2e96c3-5e01-4a74-89ec-7426eafd8432,0026-3782,PLASMA DERIVATIVE,Kogenate FS,,Antihemophilic Factor (Recombinant),KIT,,20130626,,BLA,BLA103332,Bayer HealthCare LLC,,,,,
0026-3783_6739e1a6-57a4-405f-9c39-dbe9ff2811c5,0026-3783,PLASMA DERIVATIVE,Kogenate FS,,Antihemophilic Factor (Recombinant),KIT,,20000626,,BLA,BLA103332,Bayer HealthCare LLC,,,,,
0026-3783_8e2e96c3-5e01-4a74-89ec-7426eafd8432,0026-3783,PLASMA DERIVATIVE,Kogenate FS,,Antihemophilic Factor (Recombinant),KIT,,20130626,,BLA,BLA103332,Bayer HealthCare LLC,,,,,
0026-3785_6739e1a6-57a4-405f-9c39-dbe9ff2811c5,0026-3785,PLASMA DERIVATIVE,Kogenate FS,,Antihemophilic Factor (Recombinant),KIT,,20000626,,BLA,BLA103332,Bayer HealthCare LLC,,,,,
0026-3785_8e2e96c3-5e01-4a74-89ec-7426eafd8432,0026-3785,PLASMA DERIVATIVE,Kogenate FS,,Antihemophilic Factor (Recombinant),KIT,,20130626,,BLA,BLA103332,Bayer HealthCare LLC,,,,,
